matching_id,request_id,patient_id,caregiver_id,personality_score,specialty_score,region_score,total_score,grade,status,ai_comment,contract_start_date,contract_end_date,created_at
2347,389,389,41,68.7,33.3,75.0,57.3,C,active,다른 후보도 함께 검토해 보시기 바랍니다.,2025-08-23,,2025-05-23
2348,389,389,373,59.1,0.0,50.0,33.3,C,recommended,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-06-19
2349,389,389,880,70.0,33.3,75.0,55.3,C,selected,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-04-29
2350,389,389,294,82.1,0.0,75.0,47.5,C,recommended,다른 후보도 함께 검토해 보시기 바랍니다.,,,2024-12-12
2351,389,389,411,70.4,66.7,75.0,65.5,B,completed,적응 기간이 다소 필요할 수 있습니다.,2024-12-03,2025-01-16,2025-07-24
2352,389,389,419,73.8,33.3,75.0,53.0,C,cancelled,추가 교육이나 지원이 필요할 수 있습니다.,,,2025-07-01
2353,389,389,878,80.3,0.0,75.0,45.6,C,selected,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-05-06
2354,390,390,229,77.8,0.0,75.0,47.7,C,completed,다른 후보도 함께 검토해 보시기 바랍니다.,2025-05-03,2025-09-29,2025-01-02
2355,390,390,398,83.0,25.0,75.0,53.9,C,completed,다른 후보도 함께 검토해 보시기 바랍니다.,2025-07-28,2025-09-23,2024-10-29
2356,390,390,896,62.9,25.0,75.0,49.0,C,recommended,다른 후보도 함께 검토해 보시기 바랍니다.,,,2025-06-04
2357,390,390,474,88.0,75.0,50.0,78.3,B+,completed,전반적으로 좋은 매칭입니다.,2025-02-22,2025-05-17,2024-11-12
2358,391,391,40,81.6,75.0,75.0,74.4,B+,recommended,전반적으로 좋은 매칭입니다.,,,2025-11-10
2359,391,391,559,79.8,0.0,75.0,51.6,C,selected,다른 후보도 함께 검토해 보시기 바랍니다.,,,2025-10-26
2360,391,391,160,91.0,50.0,75.0,75.0,B+,recommended,성격 궁합이 양호하며 적응이 빠를 것으로 예상됩니다.,,,2025-04-20
2361,391,391,972,93.2,0.0,75.0,56.2,C,recommended,추가 교육이나 지원이 필요할 수 있습니다.,,,2025-10-30
2362,391,391,482,83.8,25.0,75.0,55.2,C,recommended,추가 교육이나 지원이 필요할 수 있습니다.,,,2024-11-03
2363,391,391,150,87.3,50.0,75.0,71.1,B+,recommended,성격 궁합이 양호하며 적응이 빠를 것으로 예상됩니다.,,,2025-07-20
2364,391,391,656,76.1,25.0,75.0,56.8,C,recommended,추가 교육이나 지원이 필요할 수 있습니다.,,,2025-09-15
2365,392,392,281,83.1,50.0,50.0,65.3,B,active,일부 조건에서 조율이 필요할 수 있습니다.,2025-03-11,,2025-03-03
2366,392,392,415,75.5,0.0,50.0,36.1,C,recommended,다른 후보도 함께 검토해 보시기 바랍니다.,,,2025-08-24
2367,392,392,84,79.0,50.0,50.0,63.5,B,recommended,기본적인 케어 역량을 갖추고 있습니다.,,,2025-04-21
2368,392,392,306,71.4,0.0,50.0,35.9,C,selected,다른 후보도 함께 검토해 보시기 바랍니다.,,,2025-09-03
2369,393,393,358,79.4,33.3,75.0,60.2,B,recommended,기본적인 케어 역량을 갖추고 있습니다.,,,2024-12-05
2370,393,393,965,70.6,0.0,75.0,42.8,C,completed,추가 교육이나 지원이 필요할 수 있습니다.,2025-01-09,2025-05-18,2025-02-12
2371,393,393,430,83.3,66.7,75.0,71.6,B+,completed,성격 궁합이 양호하며 적응이 빠를 것으로 예상됩니다.,2025-01-05,2025-03-13,2024-12-21
2372,393,393,494,84.7,33.3,75.0,64.1,B,completed,기본적인 케어 역량을 갖추고 있습니다.,2025-05-19,2025-06-21,2025-04-06
2373,393,393,487,84.7,0.0,75.0,52.0,C,active,일부 조건 불일치가 있어 확인이 필요합니다.,2025-08-31,,2025-05-02
2374,394,394,534,75.8,25.0,75.0,58.8,C,recommended,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-04-10
2375,394,394,740,85.1,50.0,75.0,69.9,B,completed,기본적인 케어 역량을 갖추고 있습니다.,2025-01-05,2025-02-28,2025-08-07
2376,394,394,4,80.2,50.0,50.0,59.8,C,recommended,일부 조건 불일치가 있어 확인이 필요합니다.,,,2024-10-26
2377,394,394,462,89.3,50.0,75.0,66.7,B,recommended,일부 조건에서 조율이 필요할 수 있습니다.,,,2025-08-08
2378,394,394,966,84.9,0.0,75.0,46.9,C,completed,추가 교육이나 지원이 필요할 수 있습니다.,2025-07-23,2026-01-16,2025-05-21
2379,394,394,853,71.3,50.0,75.0,61.7,B,selected,일부 조건에서 조율이 필요할 수 있습니다.,,,2025-03-14
2380,395,395,717,80.7,66.7,75.0,72.8,B+,completed,전반적으로 좋은 매칭입니다.,2025-05-01,2025-08-29,2025-04-22
2381,395,395,512,84.2,33.3,75.0,57.7,C,completed,다른 후보도 함께 검토해 보시기 바랍니다.,2025-07-30,2025-12-24,2025-05-19
2382,395,395,665,86.9,0.0,75.0,45.8,C,completed,다른 후보도 함께 검토해 보시기 바랍니다.,2025-03-19,2025-07-24,2024-12-24
2383,395,395,467,76.3,0.0,20.0,33.0,C,cancelled,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-01-13
2384,396,396,90,89.5,50.0,75.0,66.0,B,selected,기본적인 케어 역량을 갖추고 있습니다.,,,2025-01-15
2385,396,396,826,89.6,50.0,75.0,74.4,B+,recommended,주요 질환에 대한 케어 경험이 있습니다.,,,2025-03-17
2386,396,396,858,87.2,25.0,75.0,61.8,B,active,적응 기간이 다소 필요할 수 있습니다.,2024-12-13,,2025-10-06
2387,396,396,107,82.0,25.0,75.0,58.8,C,recommended,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-02-02
2388,397,397,684,85.0,50.0,75.0,65.6,B,active,적응 기간이 다소 필요할 수 있습니다.,2025-03-10,,2025-05-15
2389,397,397,297,85.0,50.0,75.0,64.6,B,completed,일부 조건에서 조율이 필요할 수 있습니다.,2025-03-02,2025-05-02,2025-04-03
2390,397,397,873,84.0,25.0,20.0,46.4,C,active,추가 교육이나 지원이 필요할 수 있습니다.,2025-04-09,,2025-05-19
2391,397,397,431,89.3,0.0,75.0,52.8,C,recommended,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-07-04
2392,398,398,901,82.7,33.3,75.0,64.0,B,recommended,일부 조건에서 조율이 필요할 수 있습니다.,,,2024-12-17
2393,398,398,675,77.5,33.3,50.0,50.4,C,recommended,다른 후보도 함께 검토해 보시기 바랍니다.,,,2025-11-10
2394,398,398,271,68.1,66.7,75.0,64.4,B,recommended,기본적인 케어 역량을 갖추고 있습니다.,,,2025-05-19
2395,398,398,315,69.4,0.0,75.0,46.4,C,completed,다른 후보도 함께 검토해 보시기 바랍니다.,2025-02-05,2025-05-27,2025-08-31
2396,398,398,859,81.3,66.7,75.0,71.3,B+,recommended,성격 궁합이 양호하며 적응이 빠를 것으로 예상됩니다.,,,2025-08-20
2397,398,398,925,79.0,0.0,75.0,47.6,C,recommended,다른 후보도 함께 검토해 보시기 바랍니다.,,,2025-10-31
2398,399,399,440,68.2,25.0,20.0,42.9,C,recommended,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-09-06
2399,399,399,132,74.2,25.0,50.0,47.8,C,active,일부 조건 불일치가 있어 확인이 필요합니다.,2025-09-08,,2025-09-23
2400,399,399,962,84.1,0.0,50.0,42.0,C,active,일부 조건 불일치가 있어 확인이 필요합니다.,2024-12-09,,2025-05-10
2401,399,399,652,80.3,25.0,50.0,54.0,C,recommended,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-07-16
2402,399,399,400,75.1,50.0,50.0,62.2,B,recommended,기본적인 케어 역량을 갖추고 있습니다.,,,2025-06-14
2403,399,399,746,74.7,25.0,50.0,45.7,C,recommended,추가 교육이나 지원이 필요할 수 있습니다.,,,2025-11-13
2404,399,399,178,62.9,25.0,50.0,43.9,C,recommended,일부 조건 불일치가 있어 확인이 필요합니다.,,,2024-10-28
2405,399,399,413,75.3,25.0,75.0,56.1,C,active,일부 조건 불일치가 있어 확인이 필요합니다.,2025-10-14,,2024-11-29
2406,400,400,943,82.4,50.0,75.0,63.9,B,active,적응 기간이 다소 필요할 수 있습니다.,2025-03-10,,2025-01-07
2407,400,400,996,75.7,25.0,75.0,58.0,C,recommended,추가 교육이나 지원이 필요할 수 있습니다.,,,2025-07-27
2408,400,400,81,79.9,0.0,75.0,48.2,C,recommended,추가 교육이나 지원이 필요할 수 있습니다.,,,2025-06-27
2409,400,400,586,85.6,50.0,75.0,65.7,B,cancelled,기본적인 케어 역량을 갖추고 있습니다.,,,2024-11-20
2410,400,400,392,84.2,50.0,20.0,57.3,C,recommended,다른 후보도 함께 검토해 보시기 바랍니다.,,,2024-10-28
2411,400,400,26,75.2,25.0,20.0,38.9,C,active,다른 후보도 함께 검토해 보시기 바랍니다.,2025-10-02,,2025-10-15
2412,400,400,761,86.1,25.0,75.0,63.2,B,recommended,적응 기간이 다소 필요할 수 있습니다.,,,2025-11-15
2413,400,400,752,74.8,25.0,75.0,56.3,C,recommended,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-10-05
2414,401,401,471,76.1,50.0,50.0,55.2,C,recommended,다른 후보도 함께 검토해 보시기 바랍니다.,,,2025-07-15
2415,401,401,950,83.6,50.0,75.0,72.0,B+,active,주요 질환에 대한 케어 경험이 있습니다.,2025-09-11,,2025-03-18
2416,401,401,611,67.3,0.0,75.0,45.8,C,cancelled,추가 교육이나 지원이 필요할 수 있습니다.,,,2025-05-10
2417,401,401,126,70.5,25.0,100.0,55.7,C,recommended,추가 교육이나 지원이 필요할 수 있습니다.,,,2025-04-29
2418,402,402,499,81.9,25.0,50.0,48.3,C,recommended,다른 후보도 함께 검토해 보시기 바랍니다.,,,2025-05-18
2419,402,402,983,66.0,0.0,75.0,45.7,C,recommended,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-04-10
2420,402,402,641,77.5,0.0,75.0,49.0,C,recommended,추가 교육이나 지원이 필요할 수 있습니다.,,,2025-06-27
2421,402,402,79,81.8,50.0,50.0,56.2,C,recommended,추가 교육이나 지원이 필요할 수 있습니다.,,,2024-12-24
2422,403,403,647,84.0,25.0,75.0,58.0,C,recommended,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-01-23
2423,403,403,622,85.7,0.0,75.0,49.2,C,completed,일부 조건 불일치가 있어 확인이 필요합니다.,2025-08-08,2026-01-18,2025-07-19
2424,403,403,876,79.9,25.0,75.0,57.8,C,recommended,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-11-15
2425,403,403,33,85.1,0.0,50.0,42.5,C,recommended,추가 교육이나 지원이 필요할 수 있습니다.,,,2025-08-08
2426,403,403,121,86.7,25.0,50.0,56.5,C,cancelled,추가 교육이나 지원이 필요할 수 있습니다.,,,2025-08-07
2427,403,403,1000,76.7,50.0,75.0,60.9,B,recommended,기본적인 케어 역량을 갖추고 있습니다.,,,2025-08-06
2428,403,403,352,77.9,75.0,75.0,71.9,B+,cancelled,전반적으로 좋은 매칭입니다.,,,2025-09-23
2429,403,403,356,80.5,50.0,75.0,64.6,B,recommended,일부 조건에서 조율이 필요할 수 있습니다.,,,2025-08-16
2430,404,404,357,65.5,0.0,50.0,33.4,C,completed,일부 조건 불일치가 있어 확인이 필요합니다.,2025-02-17,2025-07-08,2025-05-06
2431,404,404,726,86.1,50.0,50.0,59.4,C,selected,일부 조건 불일치가 있어 확인이 필요합니다.,,,2024-11-24
2432,404,404,565,88.3,25.0,50.0,51.2,C,completed,일부 조건 불일치가 있어 확인이 필요합니다.,2025-04-10,2025-06-05,2024-10-30
2433,404,404,668,79.4,25.0,20.0,45.7,C,cancelled,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-03-22
2434,405,405,905,79.9,33.3,75.0,58.2,C,recommended,추가 교육이나 지원이 필요할 수 있습니다.,,,2025-01-20
2435,405,405,457,84.5,33.3,75.0,60.5,B,cancelled,기본적인 케어 역량을 갖추고 있습니다.,,,2025-02-09
2436,405,405,434,84.6,33.3,75.0,60.2,B,selected,적응 기간이 다소 필요할 수 있습니다.,,,2025-10-25
2437,405,405,611,78.6,0.0,75.0,45.7,C,recommended,추가 교육이나 지원이 필요할 수 있습니다.,,,2025-03-10
2438,405,405,766,86.2,33.3,75.0,59.8,C,recommended,다른 후보도 함께 검토해 보시기 바랍니다.,,,2025-06-29
2439,405,405,279,81.1,66.7,50.0,68.6,B,active,적응 기간이 다소 필요할 수 있습니다.,2024-12-02,,2025-05-30
2440,405,405,836,83.3,33.3,75.0,60.2,B,recommended,기본적인 케어 역량을 갖추고 있습니다.,,,2025-08-26
2441,406,406,440,61.2,25.0,20.0,33.6,C,selected,다른 후보도 함께 검토해 보시기 바랍니다.,,,2025-05-20
2442,406,406,810,75.2,25.0,75.0,51.5,C,selected,다른 후보도 함께 검토해 보시기 바랍니다.,,,2025-09-25
2443,406,406,191,63.6,25.0,75.0,46.1,C,completed,추가 교육이나 지원이 필요할 수 있습니다.,2025-10-23,2026-02-14,2025-04-02
2444,406,406,367,61.1,25.0,50.0,47.9,C,completed,다른 후보도 함께 검토해 보시기 바랍니다.,2025-01-14,2025-03-01,2025-07-04
2445,406,406,252,69.6,25.0,75.0,50.3,C,recommended,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-07-07
2446,406,406,75,67.6,25.0,75.0,54.6,C,recommended,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-10-19
2447,407,407,915,55.4,25.0,75.0,46.3,C,recommended,추가 교육이나 지원이 필요할 수 있습니다.,,,2025-11-01
2448,407,407,662,77.1,50.0,75.0,68.8,B,recommended,일부 조건에서 조율이 필요할 수 있습니다.,,,2025-11-03
2449,407,407,432,61.2,50.0,75.0,65.1,B,recommended,일부 조건에서 조율이 필요할 수 있습니다.,,,2025-09-26
2450,407,407,699,71.9,50.0,75.0,60.1,B,recommended,기본적인 케어 역량을 갖추고 있습니다.,,,2025-01-23
2451,407,407,775,54.8,25.0,75.0,46.2,C,recommended,다른 후보도 함께 검토해 보시기 바랍니다.,,,2025-07-28
2452,407,407,446,73.1,50.0,50.0,58.9,C,cancelled,다른 후보도 함께 검토해 보시기 바랍니다.,,,2025-11-17
2453,407,407,326,65.5,25.0,75.0,53.1,C,selected,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-11-24
2454,407,407,833,69.2,25.0,75.0,57.1,C,recommended,다른 후보도 함께 검토해 보시기 바랍니다.,,,2025-09-20
2455,408,408,38,72.0,33.3,75.0,58.7,C,selected,추가 교육이나 지원이 필요할 수 있습니다.,,,2025-03-31
2456,408,408,918,71.3,0.0,75.0,39.7,C,recommended,다른 후보도 함께 검토해 보시기 바랍니다.,,,2024-11-21
2457,408,408,547,73.2,33.3,75.0,55.7,C,recommended,다른 후보도 함께 검토해 보시기 바랍니다.,,,2024-11-06
2458,408,408,941,76.6,33.3,50.0,51.1,C,active,일부 조건 불일치가 있어 확인이 필요합니다.,2025-09-18,,2024-10-26
2459,408,408,541,70.0,66.7,50.0,61.8,B,selected,적응 기간이 다소 필요할 수 있습니다.,,,2025-11-02
2460,408,408,41,75.4,33.3,75.0,57.4,C,recommended,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-04-08
2461,408,408,346,70.5,66.7,75.0,70.0,B+,cancelled,전반적으로 좋은 매칭입니다.,,,2025-09-25
2462,409,409,961,78.4,25.0,50.0,53.2,C,completed,다른 후보도 함께 검토해 보시기 바랍니다.,2025-08-18,2025-10-13,2024-12-09
2463,409,409,633,89.7,25.0,50.0,50.6,C,active,일부 조건 불일치가 있어 확인이 필요합니다.,2025-07-23,,2025-05-22
2464,409,409,106,72.8,50.0,50.0,61.1,B,active,기본적인 케어 역량을 갖추고 있습니다.,2025-01-26,,2024-12-09
2465,409,409,30,74.0,50.0,50.0,62.1,B,completed,기본적인 케어 역량을 갖추고 있습니다.,2025-06-18,2025-07-29,2025-11-02
2466,409,409,230,78.6,25.0,50.0,47.6,C,recommended,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-01-17
2467,409,409,49,81.1,25.0,50.0,53.8,C,recommended,다른 후보도 함께 검토해 보시기 바랍니다.,,,2025-07-11
2468,410,410,948,76.3,33.3,50.0,48.8,C,recommended,추가 교육이나 지원이 필요할 수 있습니다.,,,2024-11-06
2469,410,410,142,69.8,33.3,50.0,51.1,C,recommended,다른 후보도 함께 검토해 보시기 바랍니다.,,,2025-01-04
2470,410,410,598,66.8,0.0,50.0,35.3,C,selected,추가 교육이나 지원이 필요할 수 있습니다.,,,2025-03-04
2471,410,410,472,79.3,66.7,50.0,67.2,B,recommended,적응 기간이 다소 필요할 수 있습니다.,,,2025-03-27
2472,410,410,123,67.7,33.3,50.0,51.1,C,cancelled,다른 후보도 함께 검토해 보시기 바랍니다.,,,2025-06-15
2473,411,411,232,74.2,25.0,75.0,53.3,C,cancelled,추가 교육이나 지원이 필요할 수 있습니다.,,,2024-12-24
2474,411,411,95,69.0,25.0,50.0,48.1,C,completed,추가 교육이나 지원이 필요할 수 있습니다.,2025-07-15,2025-09-02,2025-03-18
2475,411,411,271,76.3,50.0,75.0,67.2,B,active,일부 조건에서 조율이 필요할 수 있습니다.,2025-03-03,,2025-08-22
2476,411,411,785,70.5,50.0,75.0,63.3,B,completed,적응 기간이 다소 필요할 수 있습니다.,2025-05-07,2025-07-29,2024-11-02
2477,411,411,304,86.0,25.0,75.0,61.5,B,recommended,일부 조건에서 조율이 필요할 수 있습니다.,,,2024-11-29
2478,411,411,729,79.9,25.0,75.0,56.3,C,completed,추가 교육이나 지원이 필요할 수 있습니다.,2025-08-11,2026-01-17,2025-09-21
2479,411,411,85,82.0,50.0,50.0,60.0,B,recommended,일부 조건에서 조율이 필요할 수 있습니다.,,,2025-01-13
2480,412,412,208,87.5,75.0,50.0,75.0,B+,completed,주요 질환에 대한 케어 경험이 있습니다.,2025-01-06,2025-03-03,2025-04-04
2481,412,412,799,76.3,0.0,75.0,41.6,C,recommended,추가 교육이나 지원이 필요할 수 있습니다.,,,2025-04-05
2482,412,412,410,85.3,25.0,75.0,55.5,C,completed,일부 조건 불일치가 있어 확인이 필요합니다.,2025-10-14,2026-03-14,2025-02-28
2483,412,412,193,87.5,75.0,75.0,75.5,B+,completed,성격 궁합이 양호하며 적응이 빠를 것으로 예상됩니다.,2025-01-20,2025-03-12,2025-04-20
2484,412,412,71,89.8,25.0,75.0,60.2,B,recommended,적응 기간이 다소 필요할 수 있습니다.,,,2025-06-09
2485,412,412,285,83.2,50.0,75.0,63.4,B,selected,일부 조건에서 조율이 필요할 수 있습니다.,,,2025-05-21
2486,412,412,434,91.0,25.0,75.0,56.6,C,cancelled,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-05-15
2487,412,412,169,86.7,25.0,75.0,61.4,B,selected,일부 조건에서 조율이 필요할 수 있습니다.,,,2025-08-19
2488,413,413,194,74.9,25.0,50.0,49.8,C,completed,추가 교육이나 지원이 필요할 수 있습니다.,2025-02-05,2025-06-25,2024-12-13
2489,413,413,413,68.9,25.0,75.0,57.5,C,selected,추가 교육이나 지원이 필요할 수 있습니다.,,,2025-09-29
2490,413,413,181,91.1,25.0,75.0,56.2,C,recommended,추가 교육이나 지원이 필요할 수 있습니다.,,,2025-02-05
2491,413,413,609,80.7,50.0,50.0,58.4,C,recommended,추가 교육이나 지원이 필요할 수 있습니다.,,,2025-02-27
2492,413,413,283,77.1,25.0,50.0,45.5,C,recommended,추가 교육이나 지원이 필요할 수 있습니다.,,,2025-01-13
2493,413,413,543,74.5,25.0,50.0,50.6,C,completed,다른 후보도 함께 검토해 보시기 바랍니다.,2025-04-04,2025-08-12,2025-10-06
2494,414,414,508,89.5,75.0,50.0,75.2,B+,selected,전반적으로 좋은 매칭입니다.,,,2025-01-25
2495,414,414,211,81.3,25.0,75.0,55.1,C,selected,추가 교육이나 지원이 필요할 수 있습니다.,,,2025-10-09
2496,414,414,176,84.2,25.0,50.0,48.8,C,recommended,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-01-12
2497,414,414,805,77.7,25.0,75.0,55.7,C,selected,다른 후보도 함께 검토해 보시기 바랍니다.,,,2024-12-09
2498,414,414,209,84.4,0.0,75.0,45.7,C,completed,추가 교육이나 지원이 필요할 수 있습니다.,2025-05-20,2025-07-06,2025-08-23
2499,414,414,356,87.6,50.0,75.0,65.8,B,cancelled,기본적인 케어 역량을 갖추고 있습니다.,,,2024-12-20
2500,415,415,439,86.0,33.3,75.0,58.0,C,recommended,일부 조건 불일치가 있어 확인이 필요합니다.,,,2024-11-02
2501,415,415,343,80.5,33.3,75.0,63.8,B,completed,일부 조건에서 조율이 필요할 수 있습니다.,2024-12-28,2025-04-27,2025-02-01
2502,415,415,22,81.9,0.0,75.0,47.1,C,completed,일부 조건 불일치가 있어 확인이 필요합니다.,2025-10-05,2025-11-08,2024-12-13
2503,415,415,182,83.5,100.0,50.0,82.0,A,completed,전문분야 일치도가 높고 케어 경험이 풍부합니다.,2025-08-04,2025-10-10,2025-10-06
2504,415,415,998,74.1,0.0,75.0,43.0,C,cancelled,다른 후보도 함께 검토해 보시기 바랍니다.,,,2024-11-15
2505,415,415,271,78.2,33.3,75.0,58.0,C,recommended,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-07-18
2506,415,415,903,74.7,66.7,75.0,73.2,B+,recommended,성격 궁합이 양호하며 적응이 빠를 것으로 예상됩니다.,,,2025-05-24
2507,416,416,14,78.8,25.0,75.0,56.5,C,completed,추가 교육이나 지원이 필요할 수 있습니다.,2024-12-27,2025-05-29,2025-07-11
2508,416,416,848,85.4,25.0,75.0,60.1,B,selected,기본적인 케어 역량을 갖추고 있습니다.,,,2025-04-30
2509,416,416,362,83.4,25.0,50.0,55.3,C,completed,다른 후보도 함께 검토해 보시기 바랍니다.,2025-08-17,2025-12-16,2025-11-11
2510,416,416,309,75.1,25.0,75.0,57.0,C,completed,추가 교육이나 지원이 필요할 수 있습니다.,2025-03-22,2025-07-22,2024-11-10
2511,416,416,728,85.6,25.0,75.0,60.1,B,recommended,일부 조건에서 조율이 필요할 수 있습니다.,,,2025-01-10
2512,416,416,342,77.5,50.0,75.0,67.7,B,completed,기본적인 케어 역량을 갖추고 있습니다.,2025-03-12,2025-08-23,2025-07-14
2513,416,416,913,77.1,25.0,75.0,59.6,C,recommended,다른 후보도 함께 검토해 보시기 바랍니다.,,,2025-01-29
2514,417,417,968,80.0,25.0,75.0,58.8,C,selected,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-09-25
2515,417,417,283,76.0,0.0,75.0,44.7,C,active,일부 조건 불일치가 있어 확인이 필요합니다.,2025-03-10,,2025-06-02
2516,417,417,317,82.4,50.0,75.0,65.5,B,completed,적응 기간이 다소 필요할 수 있습니다.,2025-10-24,2026-03-30,2025-09-12
2517,417,417,196,75.2,50.0,75.0,65.3,B,recommended,일부 조건에서 조율이 필요할 수 있습니다.,,,2025-01-11
2518,417,417,43,87.1,50.0,75.0,69.8,B,selected,기본적인 케어 역량을 갖추고 있습니다.,,,2025-06-24
2519,417,417,594,70.8,0.0,75.0,43.4,C,active,다른 후보도 함께 검토해 보시기 바랍니다.,2025-09-25,,2025-11-19
2520,417,417,533,78.8,50.0,75.0,65.9,B,completed,적응 기간이 다소 필요할 수 있습니다.,2025-07-09,2025-10-19,2025-09-24
2521,418,418,441,69.2,50.0,75.0,58.0,C,active,추가 교육이나 지원이 필요할 수 있습니다.,2025-06-22,,2025-05-31
2522,418,418,361,76.0,50.0,20.0,55.4,C,recommended,일부 조건 불일치가 있어 확인이 필요합니다.,,,2024-12-21
2523,418,418,677,78.3,25.0,75.0,60.7,B,recommended,적응 기간이 다소 필요할 수 있습니다.,,,2025-09-08
2524,418,418,855,80.7,25.0,75.0,61.5,B,selected,적응 기간이 다소 필요할 수 있습니다.,,,2025-07-11
2525,419,419,751,59.1,25.0,75.0,45.2,C,completed,다른 후보도 함께 검토해 보시기 바랍니다.,2025-07-08,2025-08-15,2025-05-29
2526,419,419,202,76.3,0.0,75.0,46.8,C,recommended,다른 후보도 함께 검토해 보시기 바랍니다.,,,2025-05-06
2527,419,419,443,73.4,50.0,75.0,69.1,B,recommended,기본적인 케어 역량을 갖추고 있습니다.,,,2025-07-16
2528,419,419,600,68.8,50.0,50.0,60.8,B,cancelled,적응 기간이 다소 필요할 수 있습니다.,,,2025-06-20
2529,419,419,941,79.6,25.0,50.0,47.1,C,recommended,다른 후보도 함께 검토해 보시기 바랍니다.,,,2024-12-14
2530,420,420,824,80.1,50.0,50.0,58.0,C,cancelled,다른 후보도 함께 검토해 보시기 바랍니다.,,,2025-02-16
2531,420,420,593,73.4,50.0,20.0,47.7,C,active,추가 교육이나 지원이 필요할 수 있습니다.,2025-05-25,,2025-06-27
2532,420,420,143,67.6,0.0,50.0,36.8,C,completed,일부 조건 불일치가 있어 확인이 필요합니다.,2024-12-11,2025-05-08,2025-08-25
2533,420,420,700,87.5,50.0,50.0,59.1,C,recommended,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-04-14
2534,420,420,787,83.8,50.0,50.0,63.8,B,recommended,적응 기간이 다소 필요할 수 있습니다.,,,2024-12-11
2535,420,420,205,74.1,75.0,50.0,70.6,B+,completed,성격 궁합이 양호하며 적응이 빠를 것으로 예상됩니다.,2025-03-03,2025-07-01,2025-04-02
2536,421,421,29,76.8,0.0,75.0,41.5,C,completed,추가 교육이나 지원이 필요할 수 있습니다.,2025-08-18,2025-12-03,2025-02-02
2537,421,421,935,95.6,0.0,75.0,53.4,C,completed,추가 교육이나 지원이 필요할 수 있습니다.,2025-01-12,2025-04-27,2024-11-05
2538,421,421,573,74.4,0.0,75.0,43.8,C,recommended,추가 교육이나 지원이 필요할 수 있습니다.,,,2025-04-04
2539,421,421,28,80.9,25.0,75.0,60.1,B,completed,기본적인 케어 역량을 갖추고 있습니다.,2025-02-05,2025-07-02,2025-10-14
2540,421,421,981,83.0,25.0,75.0,53.9,C,completed,다른 후보도 함께 검토해 보시기 바랍니다.,2024-12-28,2025-02-20,2025-02-10
2541,421,421,786,82.0,0.0,75.0,51.1,C,active,일부 조건 불일치가 있어 확인이 필요합니다.,2025-08-27,,2025-01-31
2542,421,421,432,80.6,50.0,75.0,68.7,B,completed,적응 기간이 다소 필요할 수 있습니다.,2025-10-01,2025-12-22,2025-09-14
2543,422,422,229,85.5,50.0,75.0,65.2,B,completed,적응 기간이 다소 필요할 수 있습니다.,2024-12-11,2025-03-30,2025-11-23
2544,422,422,917,70.2,25.0,75.0,55.2,C,selected,추가 교육이나 지원이 필요할 수 있습니다.,,,2025-10-23
2545,422,422,692,82.1,50.0,75.0,62.5,B,recommended,적응 기간이 다소 필요할 수 있습니다.,,,2025-09-26
2546,422,422,656,77.3,25.0,75.0,56.0,C,recommended,추가 교육이나 지원이 필요할 수 있습니다.,,,2025-08-14
2547,422,422,873,73.4,25.0,20.0,36.7,C,recommended,추가 교육이나 지원이 필요할 수 있습니다.,,,2025-03-13
2548,423,423,401,76.4,0.0,50.0,44.1,C,recommended,추가 교육이나 지원이 필요할 수 있습니다.,,,2025-02-20
2549,423,423,57,75.1,0.0,50.0,36.4,C,recommended,일부 조건 불일치가 있어 확인이 필요합니다.,,,2024-12-13
2550,423,423,949,83.5,25.0,50.0,51.1,C,recommended,일부 조건 불일치가 있어 확인이 필요합니다.,,,2025-01-15
2551,423,423,125,77.1,25.0,20.0,38.2,C,recommended,추가 교육이나 지원이 필요할 수 있습니다.,,,2025-01-05
2552,423,423,308,76.7,50.0,50.0,54.6,C,recommended,추가 교육이나 지원이 필요할 수 있습니다.,,,2024-11-10
